직무ID,직무,회사,주요업무,자격요건,우대사항,혜택 및 복지,채용보상금
257101,재무회계,리조트피플,"['ㆍ회계 및 재무관리 업무', 'ㆍ기장 업무', 'ㆍ세무 신고 및 세금계산서 발행', 'ㆍ기타 회계 및 재무 업무 지원']",['ㆍ자체 기장 능력 보유'],"['ㆍ주3일 자율출근제 시행', 'ㆍ4대보험 및 중식 식대 제공', 'ㆍ자기개발을 위한 취미 비용 지원', 'ㆍ송도신도시 테크노파크역 도보 10분거리', 'ㆍ설과 추석엔 마음을 담은 명절선물 지원', 'ㆍ야근시 석식 식대, 귀가비 지원', 'ㆍ전지점 무료 이용 (헬스, PT, 필라테스, 골프, 수영 등)']",['서류검토 ＞ 1차 면접 ＞ 채용'],100만원
194094,재무/경영 기획,인플루엔셜(윌라),"['[재무/회계]', '사업부별 매출/비용 관리', '월별 손익 집계 및 보고', '자금관리 및 보고', '재무제표, 결산자료 등 작성 및 검토', '회계감사 대응', '세무 관련 이슈 대응', '사업부 정산업무 검토 및 관리', '', '[투자/IR]', '주주보고서 내 재무보고 작성', 'IR자료 내 재무파트 작성', '사업계획(파이낸셜) 작성', '투자금 실사 대응', '경영진 의사결정 지원', '정부지원사업 리서치 및 운영', '', '실무 비중이 높은 포지션입니다.']","['전체 재무/회계 실무 포함 경력 3~10년', '기본적인 세무 지식', '회계 감사 및 각종 실사 대응 경험', '엑셀 및 PPT 등 OA 활용 능력', '명확한 커뮤니케이션 스킬(경영진 대상 이메일 및 문서 작성 커뮤니케이션 포함)']","['스타트업의 재무/회계 총괄 경험(리딩 경험 2년 이상)', '세무 대리와 협업 경험', '적극적인 마인드로 실무를 수행하려는 의지', '경영학 전공', '이력서 內 현재 연봉 & 희망 연봉 필수기재', '', '[전형 절차]', '지원서 검토 ＞ 실무 인터뷰 ＞ HR 인터뷰 ＞ 처우 협의 ＞ 최종 합류', '서류 합격자에 한하여 개별 연락 드립니다.', '인터뷰 전형부터는 합격 여부에 관계없이 모든 지원자 분들에게 메일을 드릴 예정입니다.', '이력 및 경험에 따라 추가 과제, 인터뷰 등 일부 전형 과정이 추가 또는 생략될 수 있습니다.', '', '[근무 환경]', '채용 형태 : 정규직', '근무 시간 : 9:00~18:00', '근무 장소 : 서울 서초구 서초대로 398 Bnk 디지털타워 11층']","['구성원들의 성장과 몰입을 돕고, 더 나은 환경을 제공하기 위해 끊임없이 고민합니다.', '그리고 그 고민의 결과가 실제 구성원들의 삶에 좋은 영향을 미칠 수 있도록 아낌없이 지원합니다.', '', '업무에 몰입하고, 함께 성장할 수 있도록', '직무별 최신 장비 및 소프트웨어 지원', '연 120만 원 자기계발 비용 지원', '카페테리아 & 스낵바 운영', '주 52시간 근무제 준수', '저녁 식사 비용과 교통비 지원', '윌라 프리패스 멤버십 제공', '인플루엔셜 신간도서 제공', '강연 참석 기회', '', '건강하게, 더 오래 함께할 수 있도록', '장기 근속 포상 제도', '종합 건강 검진 지원', '풍족하고 자율적인 연차 사용(기본 연차 18개 부여)', '저녁 간식 지원', '창립 기념일 휴가', '', '함께 기뻐하고, 위안이 될 수 있도록', '경조사 지원', '명절 선물 제공']",100만원
245518,Business Manager (3~7년),엠지알브이,"['시장 동향, 경쟁 분석 및 산업 트렌드 파악', '조직의 비전과 목표에 부합하는 장/단기 사업 전략 개발', '전략적 프로젝트 초기 가설 검증, go-to-market 전략 수립 및 pilot test 실행', '주요 의사결정 및 투자자 관리를 위한 데이터 분석 및 자료 작성 지원']","['전사 차원의 주요 핵심 과제를 해결하기 위해 회사의 전략, 재무 등에 관한 기초 지식과 데이터 리서치 역량, 그리고 논리적인 가설 사고 및 프로젝트 운영 관리 역량이 중요합니다.', '', '논리적인 사고와 커뮤니케이션에 능하신 분', '재무, 회계, 경제, 마케팅 등 경영학적인 기초 지식이 있으신 분', '고객 인터뷰 및 설문조사, 온라인 문헌조사 등을 통해 데이터를 취합하고 분석하는 역량이 있으신 분', '프로젝트의 목표, 자원, 일정을 기획하고 진행 중 발생하는 이슈를 해결하며 결과물의 품질을 관리해 본 경험과 역량을 갖춘 분', '성장 마인드셋: 근성(Grit)과 성장 마인드셋(Growth Mindset)을 가지고 지속적으로 자신을 발전시키며, 팀과 회사의 성장을 이끌어 나갈 수 있는 분', '자기이해: 자기 자신에 대한 객관적인 이해를 바탕으로 전체 팀의 상호작용을 인식하며 조직의 발전적 방향을 실천하시는 분', '주체성: 팀의 목표와 역할, 우선순위를 능동적으로 파악하고 높은 책임감을 기반으로 회사와의 동반 성장을 추구하시는 분', '해외 여행에 결격 사유가 없으신 분']","['다양한 분야에 대한 관심을 바탕으로 새로운 것에 도전하는 것을 두려워하지 않는 분', '부동산 산업과 공유주거 비즈니스에 대한 깊은 이해와 높은 열정이 있으신 분']","['자율적 학습 문화를 지지하며, 업무 역량 개발과 성장에 필요한 컨텐츠 비용을 지원합니다.', '반차, 반반차 등 유연한 연차 사용이 가능합니다. (복지 차원의 추가 연차 별도 부여)', '리프레쉬 휴가 : 근속 3년 시점마다 2주 유급휴가와 휴가비 지원합니다.', '특별 육아휴가 : 8세 이하 자녀가 있는 구성에게 최대 4주 (유급 2주) 휴가를 부여합니다. 법정 육아휴직과 별도 운영', '건강검진 : 종합검진 패키지를 격년으로 지원합니다.', '', 'MGRV는 아직 성장 중인 스타트업으로, 물리적인 복지의 규모는 크지 않을 수 있습니다. 하지만 회사와 구성원의 지속가능한 성장과 연결을 꾀하며 우리의 스테이지에 부합한 지원 정책들을 진정성 있게 발전시켜 가겠습니다.']",100만원
253993,재무회계 리드 (Finance Team Lead),트래블월렛,"['일반기업 회계기준 월 결산 업무 (더존 아이큐브 활용 자체 기장)', '월별 재무제표 작성 및 월별 손익 분석', '회계감사(외부감사) 대응 및 회사 내 회계 Issue 전반 검토', '부가가치세, 원천세 검토 및 세무대리인을 통한 법인세 세무조정', 'Cash Flow 관리를 포함한 자금 전반 관리', '내부 통제 프로세스 수립', '경영진이 필요한 관리회계 자료 도출', '투자사 분기 보고 및 수시 대응', '투자 유치 관련 업무 대응, 스톡옵션 발행내역 관리', '금융감독원, 한국은행 등 외부 보고 대응']","['공인회계사 (KICPA) 자격을 보유하신 분', '유관 업무 경력 5년~7년이신 분', '더존 아이큐브 활용이 가능하신 분']","['플랫폼 비즈니스, IT 업종, 핀테크 업종의 회계 처리에 익숙하신 분', '스타트업에 대한 이해도를 바탕으로 업무 환경 변화, 개선에 대해 거부감 없이 능동적으로 대처하실 수 있는 분', '내, 외부를 가리지 않고 원활한 커뮤니케이션 능력을 가지신 분', 'IFRS Conversion 경험이 있으신 분', '외환회계에 대한 높은 이해도를 바탕으로 회계시스템 설계 경험이 있으신 분']","['[ 업무 환경 ]', '유연근로제로 8:00~11:00 사이에 자유롭게 출근해요. (Core Time 11:00~16:00)', '연차/반차/반반차(2시간)를 눈치 보지 않고 자유롭게 사용해요.', '자율 복장으로 출근이 가능해요.', '신규 입사자를 위한 웰컴키트 및 물품을 지원해 드려요.', '다양한 협업 툴(Slack, Notion, Google Workspace 등)을 사용하고 있어요.', '업무에 필요한 장비(맥북 프로, 듀얼 모니터 등) 및 소프트웨어를 지원해 드려요.', '라운지, 커피 & 차, 스낵바가 마련된 오피스에서 자유롭게 근무하고 있어요.', '분기별 타운홀 미팅을 통해 주요 이슈 사항과 경영현황 등을 공유해요.', '', '[ 혜택 및 복지 ]', '연봉은 협의를 통해 정해져요.', '현금성 복지카드 연 400만 원을 지급해 드려요.', '회사 단체보험 가입 및 실손보험료를 지원해 드려요.', '건강검진 반차(유급) 지원 및 생일 조기퇴근 제도를 운영하고 있어요.', '업무에 필요한 도서 및 교육비를 지원해 드려요.', '매월 1회 동호회 활동을 지원해 드려요. (2시간 조기퇴근 및 지원금)', '명절, 생일에는 선물을 드려요. (조기퇴근 및 상품권)']",100만원
253179,[인턴] 재무팀,넥스트챕터(NextChapter),"['전표 작성 및 증빙 관리', '월별 결산 보조(비용마감, 원가산출, 고정자산, 판매채널 결산 등)', '기타 총무 업무 (비품, 자산 관리 등)']","['최소 6개월 근무가 가능한 분', '기장 및 결산 관련 회계 지식 및 실무 경험', '능동적인 업무 수행 및 다양한 직군의 사람들과의 원활한 의사소통 능력', '목표를 중심으로 프로세스를 설계할 수 있는 논리력, 유연한 사고력', '빠르게 변화하는 환경에 대한 적응력', '꼼꼼함을 중요한 미덕으로 생각하는 분']","['회계/세무 관련 자격증 보유', '온라인 중심의 컨수머 브랜드 회사 경험', '스타트업 근무 경험', '주요 ERP 사용 경험', 'MS Office 활용 능력']","['넥스트챕터는 화려한 복지 제도 보다는 최고의 동료들과 함께 빠르게 성장할 수 있는 기회를 지속적으로 만드는 것이 더욱 중요하다고 생각합니다. 우리는 다른 회사에서 “복지 제도”라고 부르는 정책을 Nexter 경험 지원 정책(NXSP, Nexter eXperience Support Policies)이라고 부릅니다.', 'NXSP는 명확한 목적과 방향성 하에 활용될 경우 Nexter들의 긍정적인 행동의 변화를 이끌어내는 Nudge로서 기능할 수 있다고 믿습니다. NXSP는 생산성(Productivity), 건강(Health) 이라는 두 가지 목적 하에 설계를 하였으며, 앞으로도 지속적으로 넥스트챕터만의 정책을 만들어 나가고자 합니다.', '', '성과에 따른 스톡옵션 제공', '운동비 월 10만원 지원', '20만원 상당 건강검진 지원', '입사 시 각종 생산성 장비 구매 지원 10만원', '팀 회식비 인당 월 3만원 지원', '사내 식당 점심비 지원', '도서 구매 무제한 지원', '회사 근처로 이사 시, 이사비 100만원 지원', '야근 시 식대 15,000원 지원', '야근 후 귀가 시 택시비 지원']",
254515,경영지원 재무회계&행정지원,실무프로젝트,"['1. 재무/회계/자금/사무행정', '2. 세무법인 협력(부가세/법인세자료 취합)', '3. 사무행정']","['1. 학력: 대학교 초대졸 이상 (관련 전공자 우대)', '2. 경력: 신입지원가능 및 경영지원/재무업무 경력 5년 이상 우대', '3. 필수 조건', 'o 재무회계 운영 경험', 'o 문제 해결 능력과 꼼꼼함', 'o 디지털 도구 활용 능력 (구글 드라이브, 드롭박스, 잔디, 플렉스 등)']","['o 전산회계(CA)1급', 'o 전산회계1급, 2급(국가공인)', 'o TAT2급', 'o 재무회계 경험자', 'o 스타트업 업계에서 근무한 경험자']","['[지원금/보험]', '-4대보험 가입', '-경조사 지원', '', '[교육/생활]', '-신규입사자교육(OJT)', '-도서구입비지원', '-자격증취득지원', '-구내식당', '-간식제공', '', '[출/퇴근]', '-회사차량있음', '-재택근무(주 2회 예정)', '', '[급여제도]', '-인센티브제', '-퇴직금', '-자격증수당', '-4대보험', '', '[근무환경]', '-휴게실', '-회의실', '-카페테리아', '-사무용품 지급', '-스마트기기', '', '[리프레시]', '-연차', '-반차', '-근로자의날 휴무', '-창립일 휴무', '', '[선물]', '-생일선물', '', '[조직문화]', '-수평적 조직문화', '-회식강요 안함', '-자유복장']",100만원
256878,Global Sales Manager (해외 영업),트릿지,"['1. Buyer Development & Global Sales', '트릿지의 글로벌 고객사(가공식품 제조사)의 수출을 돕기 위해 해외에 신규 파트너사/바이어(distributor/retailer)를 발굴합니다.', '국내외 파트너사 및 기관의 상품을 수출하여 포괄적인 수출 솔루션을 제공합니다.', '주요 리테일 및 유통사, 수입사로의 유통망을 구축하고 영업 활동을 진행합니다.', '해외 시장 진입을 확장하기 위한 전략을 개발합니다.', '', '2. Account Management', '기존 영업 채널을 관리하고 관계를 강화하여 고객 만족을 보장합니다.', '지속적인 계약 협상을 진행하고 장기적인 비즈니스 확대를 촉진합니다.', '리스크 관리, 물류, 자금 등 계약에 수반되는 사항들을 관리합니다.', '', '3. Market Insights & Trends', '담당 시장의 데이터를 수집하고 현지 트렌드 및 산업 뉴스를 분석하여 트릿지의 데이터 고도화에 기여합니다.', '비즈니스 전략 수립에 참고할 수 있는 인사이트를 제공합니다.', '잠재적인 기회를 포착하고 상품성 및 시장성에 대해 팀에 피드백을 제공합니다.']","['경영, 국제무역, 마케팅 또는 관련 분야 학사 이상 학위 소지자', '5년 이상의 식품 제조사/수출사 해외 신규 바이어 발굴, 파트너십 개발 경력', '가공식품 산업에 대한 이해', '뛰어난 커뮤니케이션, 협상 및 대인관계 능력', '영어로 비즈니스 소통이 가능하신 분 (기타 언어 가능자 우대)']","['채용 절차는 지원하는 포지션 및 기타 상황에 따라 다를 수 있으며, 변동 사항이 있는 경우 채용 담당자가 사전에 연락을 드립니다.', '지원서 기재사항이 사실과 불일치한 경우(증빙서류 미제출 포함) 채용이 취소 될 수 있습니다.', '기간이 만료된 자격증은 평가에 반영되지 않으며, 지원서 기재사항 증빙이 불가능한 경우 채용이 취소될 수 있습니다.', '남자는 병역필 또는 면제자에 한해 지원 가능합니다.', '', 'All documents must be submitted in PDF format.']","['제출서류: 이력서, 포트폴리오 (필수) - PDF 양식', '채용형태: 정규직 (수습기간 3개월)', '근무시간: 월 – 금, 09:00 – 18:00', '근무위치: 서울특별시 서초구 방배로 226 넥센강남타워 4-6층']",100만원
189908,[시니어] 재무회계 담당자(부산),페이타랩(패스오더),"['"" 충원이 아닌, 사세 확장에 따른 신규 포지션 채용이에요! “', '', '【 페이타랩 재무회계팀 】', '', '재무회계팀은 회사의 자금이 효율적으로 운영될 수 있도록 관리하고 건강한 재무 상태를 유지하여 회사가 안정적으로 목표에 도달할 수 있도록 지원하는 팀이에요. 회계 및 세무적인 이슈에 대한 리스크 관리를 통해 재무 정보의 신뢰성과 투명성을 유지할 수 있도록 노력해요.', '', '재무회계 담당자는 다양한 내부 구성원들과의 긴밀한 소통과 협업을 통해 최선의 의사결정을 할 수 있도록 유용한 정보를 제공하는 역할을 맡고 있기 때문에 폭넓은 전문 지식과 경험을 가진 사람들이 모여있어요.', '', '', '【 오시면 이런 업무를 하게 되실 거예요! 】', '', '재무회계 프로세스를 구축하고 회계 결산 및 자금을 관리해요.', '세무 이슈를 파악하여 정기, 비정기 외부 회계 감사에 대응해요.', '자금 흐름을 관리하고 회계 기준에 따른 비즈니스별 계정을 운영해요.', '재무제표 및 회계 관련 보고서를 작성해요.', '매출/손익 분석을 통해 재무계획을 수립하고 재무모델링을 진행해요.', '', '', '【 이런 경험이 있다면 꼭 알려주세요! 】', '', '재무회계 업무 경험에 대한 자세한 설명이나 구체적인 자료가 포함된 포트폴리오 또는 경력기술서를 제출해 주세요.', '주도적으로 재무회계 시스템을 구축하고 관리해 보았던 경험 또는 세무 이슈를 파악하여 솔루션까지 만들어 냈던 경험이 있다면 알려주세요.', '재무회계 담당자로서 어떤 생각과 가치관을 갖고 계시는지 궁금해요.']","['【 이런 분을 찾고 있어요! 】', '', '스타트업 또는 IT 기업에서 재무회계 실무를 3년 이상 수행하신 분 (필수)', '회계감사, 법인세, 부가세 신고를 주도적으로 진행하실 수 있는 분', '회계처리 검토 및 이를 위한 시스템 설계와 프로세스 수립이 가능하신 분', '투자사 및 관계사와의 원활한 커뮤니케이션 역량을 보유하신 분', '기업의 회계 결산 프로세스의 초기 정립 및 효율화 경험과 강한 추진력을 가지신 분']","['【 이런 분이면 더 좋아요! 】', '', 'IT 또는 비대면 결제 시장 및 O2O 서비스의 이해도가 높은 분', 'SAP, ERP 등 기타 신규 회계 솔루션을 도입, 구축해 본 경험이 있는 분', '데이터를 기반으로 의사결정을 내릴 수 있는 재무 분석역량을 갖고 계신 분', '재무회계뿐만 아니라 기업 전체의 운영 측면에서 넓은 시각을 갖고 제시할 수 있는 분', '재무모델링을 통해 사업 전략에 따른 재무적 영향도를 추정해 본 경험이 있는 분']","['【 저희는 이렇게 일해요! 】', '', ""1. 그냥 하는 일은 없어요. 스스로 업무를 할 때 '왜?'를 항상 생각해요."", '2. 완벽한 결과물은 없다고 생각해요. 빠르게 실행해 보고 아니면 개선해 나가요.', '3. 하나의 팀으로 연결되어 있어요. 사내의 모든 정보는 투명하게 공유하고 있어요.', '4. 스포츠팀처럼 일해요. 각자의 포지션에서 최고가 되기 위해 끊임없이 성장해요.', '5. 개인의 성장을 지지해요. 누구나 원하는 만큼 성장할 수 있도록 회사가 지원을 아끼지 않아요.', '6. 직책 및 연차와 상관없이 모든 구성원이 자유롭게 소통하고 대단하게 피드백을 주고받아요.', '7. 관계는 수평적이에요. 직급 대신 ‘님’이라는 호칭을 사용하고, 상호 존칭을 사용하며 서로를 존중해요.', '8. 업무는 수직적으로 해요. 책임을 지는 의사 결정권자와 실무자의 구분을 명확히 해요.', '9. 구성원들을 진심으로 아끼고 배려해요. 일은 힘들 수 있지만, 사람 때문에 힘든 일은 없어요.', '10. 저녁 회식이 없어요. 다음 날 최상의 컨디션으로 일할 수 있도록 회사가 방해하지 않아요.', '', '', '', '【 당신의 성장을 적극적으로 지원해요! 】', '', '오직 일과 성장에만 몰입하고 집중할 수 있도록', '', '업무 효율을 낼 수 있는 최고 스펙 장비 제공', '┕ 맥북프로, LG 그램 (2-3년 주기 업그레이드)', '27” 듀얼모니터 제공', '쾌적한 업무 환경 제공 (스타일러, 가습기, IQ Air 공기청정기)', '키보드, 마우스 등 필요한 주변기기 맞춤 제공', '개인별 법인카드 지급 (식대, 출장 등에 사용)', '사유를 묻지 않는 자유로운 연차 사용', '', '원하는 만큼 배우고, 성장할 수 있도록', '', '교육비 무제한 전액 지원', '세미나, 컨퍼런스 참여 비용 무제한 지원', '20개 이상 교육 또는 온라인 콘텐츠 구독', '도서 무제한 구입 지원', 'Chat GPT 4.0 지원', '업무에 필요한 다양한 툴 적극 지원', '', '함께하는 구성원이 행복할 수 있도록', '', '법인카드 식대 지원(식대 1만 1천원)', '패스오더 포인트 매월 지급 (50,000P)', '에스프레소 머신, Tea 무제한 제공', '간식(스낵바) 무제한 제공', '종합건강검진 지원', '명절 백화점 상품권 지급', '생일 축하 백화점 상품권 지급', '구성원 경조사 발생 시 근조화환 및 경조 휴가, 경조금 지원', '', '', '', '【 이런 여정을 거치게 되실 거예요! 】', '', '⎸서류전형 ＞ 사전 테스트(필요 시 생략) ＞ 1차 인터뷰(직무) ＞ 2차 인터뷰(컬쳐 핏) ＞ 서류, 레퍼런스 체크 ＞ 최종합격', '', '전형이 생략되거나 추가 및 변경되는 등 지원 포지션 및 경력 등 기타 상황에 따라 유연하게 진행하고 있어요.', '개발자 및 일부 포지션의 경우 서류전형 다음으로 사전 테스트(코딩테스트, SQL 테스트, 과제테스트, 사전질문 등)를 진행해요.', '합격 여부와 관계없이 모든 전형의 결과를 안내해 드리고 있으며, 결과는 알림톡 및 메일을 통해 안내 드려요.', '레퍼런스 체크를 진행하게 될 시, 사전에 지원자님께 반드시 동의를 구하고 진행해요.', '입사일, 처우 협의 등은 최종합격 시 진행하고 있으며, 가능한 지원자님의 상황을 배려해 드리고 있어 요.', '', '', '', '【 이렇게 일하게 되실 거예요! 】', '', '⎸ 근무 형태: 경력 3년 미만 (6개월), 경력 3년 이상 (3개월) 수습', '', '- 수습 기간은 지원자님과 회사가 서로를 알아가는 소중한 기간이에요. 수습 기간에도 급여 100% 지급 및 동일한 복지가 적용돼요. 수습기간 이후 내부 기준에 따라 정규직으로 계약하고 있어요.', '', '⎸ 근무 지역: 해당 포지션은 서울, 부산 모두 채용 중이에요.', '', '- 서울 삼성역 인근 (강남구 영동대로 85길 34, 6층)', '- 부산 서면역 인근 (부산진구 서면로 39, 6층)', '', '', '', '【 이런 서류를 제출해 주세요! 】', '', '이력서', '사전질문', '', '아래의 사전질문에 대한 답변을 이력서와 함께 제출해 주세요!', '⎸페이타랩에 지원하는 이유는 무엇인가요?', '⎸페이타랩에 입사 시 어떤 방식 및 계획으로 업무를 진행하고 싶으신가요?', '', '', '경력기술서 또는 포트폴리오 (선택)', '⎸재무회계 업무 경험에 대한 자세한 설명이나 구체적인 자료가 포함되면 좋아요!', '⎸주도적으로 재무회계 시스템을 구축하고 관리해 보았던 경험 또는 세무 이슈를 파악하여 솔루션까 만들어 냈던 경험이 있다면 알려주세요.', '', '', '', '【채용에 진심인 채용담당자의 한마디】', '', '구성원분들을 부품으로 여기지 않고, 한 분 한 분을 소중하게 생각하는 만큼 시간이 오래 걸리더라도 신중하게, 우리와 맞는 분을 모시기 위해 노력하고 있어요. 일부 지원자분들에게는 페이타랩 합류 과정이 다소 까다롭고 긴 여정이라고 느끼실 수도 있지만, 서로에 대해 깊게 알아가는 시간이라고 생각해 주시고 우리의 채용 여정을 진심으로 바라봐 주시면 감사하겠습니다. :)']",100만원
257738,재무회계 담당자,하이퍼코퍼레이션,"['1. 하이퍼코퍼레이션 본사 별도 회계담당자', '담당업무', '- 별도 IFRS 재무제표 결산업무(월, 분기, 연) 및 손익보고', '- 별도 현금 흐름표 및 주석 작성', '- 외부회계감사 대응', '- 지분법 회계처리(관계기업)']","['1. 하이퍼코퍼레이션 본사 별도 회계담당자', '자격요건', '- 학력 : 초대졸 이상(2,3년)', '- 경력 : 5~8년 이하(대리~과장급), 별도 재무제표(IFRS) 작성 경력자']","['1. 하이퍼코퍼레이션 본사 별도 회계담당자', '우대사항', '- 상장사 근무 경력', '- 더존 I-cube 및 아마란스10 경험', '- 파생상품에 대한 이해도', '- 내부회계관리제도에 대한 이해도']","['사내 카페 음료비 지원', '점심/저녁 지원', '외근/야근 택시비 지원', '종합건강검진 연1회 지원']",100만원
131434,재무회계 담당자,케이웨이,"['월/분기/연 결산 및 재무제표 및 계정명세서 작성', '매출&비용 마감 및 비용 분석', '각종 세무업무 신고 및 보조(부가세/법인세)', '세무 이슈 검토', '전표 관리 및 결산 프로세스 구축', '자금 계획 및 예산관리 수립']","['-관련 경력 6년 이상이신 분', '-컴퓨터 활용 능력이 능숙하신 분']","['1회 이상 결산 및 외부감사 대응 경험이 있으신 분', '이커머스(쇼핑몰, 브랜드) 기업 재직 경험이 있으신 분', '영림원 ERP 또는 더존 i-Cube 경험이 있으신 분']","['[업무 환경]', '', '- 중식 무료 제공', '갈수록 무서워지는 물가… 걱정 마세요! 점심은 회사가 쏩니다!', '', '- 자유로운 연차', '사유 없는 자유로운 휴가 사용 및 함께 일하는 팀원들과 사전 공유만 되었다면 장기 휴가도 가능해요!', '', '- 야근, 회식 강요 없음', '몸과 마음을 지치게 하는 무의미한 야근과 회식은 NO! 요즘 회식은 점심에 해야죠!', '', '- 음료와 간식 365일 무한 제공', '잘 먹고 즐겁게 일할 수 있도록 지원을 아끼지 않습니다!', '', '- 자유로운 출근 복장', '스타트업이라면 자율 복장!', '', '- 최고급 장비 지원', '직장인도 아이템 빨! 최고급 장비로 즐겁게 일해보아요!', '', '', '[각종 혜택]', '', '- 공동구매 진행 상품 직원가 구매', '트렌디한 잇아이템을 직원가로 구매하실 수 있어요!', '', '- 브랜드 화장품 파격 할인가 구매', '각종 브랜드 화장품을 헉! 소리 나는 가격으로!', '', '- 경조사 지원 제도', '', '- 우수사원 포상']",100만원
204408,경영지원 매니저 (3년차 이상),드래프타입,"['드래프타입의 경영지원 담당자로 합류하시게 되면 아래와 같은 업무를 맡아 수행하게 됩니다.', '', '1. 재무/회계/총무 등 경영지원 (現 전체 업무의 70%)', '급여, 퇴직금, 연말정산 등 인건비 관련 실무 운영 및 노무법인과의 소통', '세금 및 비용 관리, 정기 결산, 재무제표 작성, 회계사와의 소통', '', '2. 정부 사업 및 특허 대응 및 관리 (現 전체 업무의 30%)', '변리사와의 소통을 통해 AI 관련 특허 확인 및 대응', '벤처기업인증, AI기업 육성 등 드래프타입 사업 영역 관련 정부사업 확인 및 대응', '', '', '', '[지원 및 면접 절차]', '드래프타입의 채용 프로세스는 서류 확인 - 1차 컬쳐핏 인터뷰(커피챗 형식) - 2차 대면 면접(실무 인터뷰) - 처우 협의 - 최종 합격 순 입니다.', '', '이력서는 자유 양식으로 제출 가능합니다. 이력서와 함께 아래 질문에 대한 답변을 작성하여 첨부하여 지원해주시면 되겠습니다.', '', '경력직의 경우, 1차 인터뷰 이후 평판 조회를 요청 드릴 수 있습니다.']","['경영지원 업무에 대한 경험이 있으신 분 (최소 3년차 이상)', '성공에 대한 Motivation이 강하신 분', '정부 사업을 리딩하시거나 백업의 경험이 있으신 분', '엑셀, 스프레드시트 활용 역량이 있으신 분', '다양한 직군과 원활하게 소통한 경험이 있으신 분', '작은 것도 놓치지 않는 꼼꼼함이 강점이신 분']","['규모가 작은 조직에서 업무를 주도하며 고군분투해본 경험 있으신 분', '상경계열 (경영학, 회계학) 연관 학과 졸업자', '여러 업무를 진행하는 환경에서 일하는 재미를 느끼시는 분', '정부 지원 사업을 리딩하시거나 백업의 경험이 있으신 분']","['""실력으로 인정받고, 임팩트로 성장하는 드래프타입""', '', '일에만 집중할 수 있는 환경', '1. 최적의 오피스', '성수역 도보 30초 거리의 접근성', '넓은 업무용 책상으로 설계된 쾌적한 공간', '', '2. 명확한 피드백 문화', 'CEO와 월 1회 정기 1:1 미팅', '실질적인 성장을 위한 팀 리더의 밀착 피드백', '월별 기능 단위 커피챗 진행', '', '빠른 실행과 성장을 위한 지원', '1. 업무 효율 극대화', '필수 업무툴 제공 (Slack, Figma 등 SaaS)', '신속한 의사결정과 실행 권한 부여', '직무 관련 도서 구매 지원', '', '2. 성장 지원', '직무 관련 교육 및 컨퍼런스 참가 지원', '부서별 스터디 그룹 운영', '실험과 테스트를 위한 예산 할당', '', '드래프타입의 문화', '1. 자율과 책임', '확실한 위임과 책임이 있는 업무 환경', '자율적 목표 수립과 달성', '직위가 아닌 문제 해결 중심의 커뮤니케이션', '', '2. 업무 몰입 지원', '야근 시 저녁 식사비 1만원 지원', '업무용 노트북(LG 그램)과 모니터 제공', '', '', '[세부적인 성장 기회]', '20조원 규모의 마케팅/광고 시장의 소재 제작 혁신을 주도할 기회', '실제 비즈니스 임팩트를 만들어내는 개발 경험', '최신 AI 기술 스택과 레퍼런스를 쌓을 수 있는 환경', '수평적인 문화 속 자율적인 업무 환경', '', '', '드래프타입은 동료들의 실력과 열정을 신뢰합니다. 더 큰 임팩트를 만들 수 있도록, 필요한 자원과 권한을 아낌없이 제공하겠습니다.']",100만원
